"Marijuana_Arrest Type","Adult/Juvenile","Arrest Year","Arrest Date","Arrest Time","Age","Defendant Race","Defendant Sex","Charge Description"
"Possession with intent to distribute","Adult",2013,"6/18/2013","22:34:00","21","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/19/2013","11:47:00","26","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","15:17:00","47","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","16:58:00","38","U","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","17:08:00","22","B","M","Ucsa Poss Marijuana"
"Distribution","Adult",2013,"6/19/2013","20:19:00","21","B","M","Ucsa Dist Marijuana"
"Distribution","Adult",2013,"6/19/2013","20:19:00","25","B","M","Ucsa Dist Marijuana"
"Possession","Adult",2013,"6/19/2013","20:20:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","22:42:00","55","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","23:13:00","29","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","23:13:00","35","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/19/2013","23:52:00","22","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/20/2013","17:19:00","37","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/20/2013","17:26:00","27","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/20/2013","18:13:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/20/2013","19:00:00","23","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/20/2013","19:07:00","20","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/20/2013","19:07:00","25","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/20/2013","20:04:00","42","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/20/2013","21:02:00","32","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/20/2013","23:26:00","24","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/21/2013","17:00:00","19","B","M","Poss W/i To Dist Marijuana-misd"
"Distribution","Adult",2013,"6/21/2013","17:52:00","35","B","M","Ucsa Dist Marijuana"
"Distribution","Adult",2013,"6/21/2013","17:52:00","49","B","F","Ucsa Dist Marijuana"
"Possession","Adult",2013,"6/21/2013","18:36:00","56","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/21/2013","19:32:00","24","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/21/2013","19:45:00","22","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/21/2013","20:10:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/21/2013","22:57:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/21/2013","23:37:00","23","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"6/21/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","0:18:00","24","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","0:23:00","60","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","9:46:00","24","B","F","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/22/2013","16:35:00","24","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/22/2013","19:07:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","20:11:00","38","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","21:35:00","33","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/22/2013","21:50:00","25","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/23/2013","1:30:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/23/2013","18:37:00","47","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/23/2013","18:55:00","33","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/23/2013","21:48:00","53","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/24/2013","20:50:00","37","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/25/2013","10:00:00","20","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"6/25/2013","19:00:00","49","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/25/2013","19:17:00","19","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/25/2013","21:30:00","48","B","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"6/26/2013","9:51:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/26/2013","9:51:00","55","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/26/2013","16:00:00","42","W","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/26/2013","16:00:00","44","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/26/2013","16:26:00","33","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/26/2013","17:20:00","21","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/26/2013","18:29:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/26/2013","21:55:00","19","U","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/26/2013","23:55:00","31","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/27/2013","16:11:00","18","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/27/2013","18:01:00","55","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/27/2013","18:05:00","30","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/27/2013","18:50:00","38","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/27/2013","20:07:00","19","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/27/2013","22:48:00","26","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/27/2013","22:48:00","27","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","0:10:00","36","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","0:12:00","20","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","8:06:00","38","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","16:00:00","19","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/28/2013","17:24:00","35","U","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"6/28/2013","19:49:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","20:05:00","28","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"6/28/2013","20:20:00","21","U","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/28/2013","20:25:00","28","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/28/2013","21:00:00","31","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","22:21:00","40","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/28/2013","22:40:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Juvenile",2013,"6/28/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","0:12:00","24","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","0:20:00","28","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","0:52:00","26","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","1:06:00","42","A","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/29/2013","3:40:00","19","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"6/29/2013","7:51:00","33","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"6/29/2013","13:36:00","49","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"6/29/2013","15:49:00","47","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","16:01:00","37","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","16:30:00","48","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","16:37:00","31","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","17:10:00","26","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","17:33:00","18","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","19:39:00","45","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","19:40:00","37","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","19:46:00","30","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","20:25:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","20:25:00","23","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","20:43:00","30","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","23:12:00","32","B","F","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/29/2013","23:46:00","23","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"6/30/2013","16:59:00","23","B","M","Ucsa Poss Marijuana"
"Possession with intent to distribute","Adult",2013,"6/30/2013","20:00:00","21","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/1/2013","15:11:00","33","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"7/1/2013","18:19:00","41","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/1/2013","19:50:00","20","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/1/2013","22:29:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/1/2013","23:18:00","43","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","15:45:00","50","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","16:45:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","17:23:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","18:15:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","18:15:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","19:12:00","46","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"7/2/2013","19:45:00","25","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"7/2/2013","19:45:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","22:23:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/2/2013","22:24:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","3:34:00","42","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","12:16:00","20","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/3/2013","15:59:00","69","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/3/2013","16:01:00","35","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","16:50:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","17:06:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","17:14:00","34","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/3/2013","17:39:00","25","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/3/2013","18:23:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","18:23:00","24","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"7/3/2013","18:48:00","18","B","M","Distribution Of Marijuana-misd"
"Possession","Adult",2013,"7/3/2013","18:48:00","27","U","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/3/2013","19:00:00","48","B","M","Poss W/i To Dist Marijuana-misd"
"Possession with intent to distribute","Adult",2013,"7/3/2013","21:32:00","34","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/3/2013","23:00:00","35","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/3/2013","23:26:00","21","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/4/2013","3:10:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/4/2013","14:49:00","52","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/4/2013","15:38:00","47","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/4/2013","15:42:00","32","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/4/2013","18:49:00","19","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/4/2013","18:56:00","26","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/5/2013","0:00:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","1:37:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","16:22:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","18:12:00","29","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/5/2013","18:55:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/5/2013","19:12:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","20:48:00","21","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","20:48:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/5/2013","21:12:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","0:10:00","27","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","0:45:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","0:45:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","0:45:00","23","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","1:30:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","11:06:00","42","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/6/2013","16:13:00","25","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/6/2013","16:52:00","31","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/6/2013","19:18:00","21","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/6/2013","19:43:00","28","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/6/2013","22:15:00","25","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/6/2013","22:15:00","29","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/7/2013","0:13:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/7/2013","0:16:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/7/2013","0:19:00","22","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/7/2013","0:30:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/7/2013","3:00:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/7/2013","3:00:00","38","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/8/2013","13:15:00","31","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/8/2013","13:15:00","32","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/8/2013","16:29:00","25","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/8/2013","19:00:00","42","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/8/2013","20:35:00","27","W","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/8/2013","20:45:00","21","B","M","Poss W/i To Dist Marijuana-misd"
"Possession","Adult",2013,"7/8/2013","21:25:00","46","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/8/2013","23:50:00","35","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/8/2013","23:50:00","46","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/9/2013","0:21:00","38","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/9/2013","16:54:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/9/2013","16:54:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/9/2013","17:40:00","25","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/9/2013","17:47:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/9/2013","17:47:00","24","W","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/9/2013","18:45:00","30","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/9/2013","22:20:00","24","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/9/2013","22:28:00","19","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/10/2013","13:30:00","68","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/10/2013","18:19:00","22","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/10/2013","18:55:00","27","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/10/2013","19:03:00","20","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/10/2013","19:03:00","21","B","M","Ucsa Pwid Marijuana"
"Distribution","Adult",2013,"7/10/2013","19:20:00","33","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"7/10/2013","19:40:00","49","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/10/2013","19:43:00","24","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/10/2013","20:00:00","20","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/11/2013","2:53:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","16:00:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","17:23:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","17:32:00","18","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/11/2013","17:40:00","26","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/11/2013","17:44:00","18","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","18:15:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","18:40:00","23","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","20:02:00","21","B","M","Ucsa Poss Marijuana"
"Possession","Adult",2013,"7/11/2013","21:05:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","22:23:00","39","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/11/2013","22:29:00","23","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/11/2013","23:15:00","23","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/11/2013","23:35:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Juvenile",2013,"7/11/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/12/2013","7:37:00","34","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/12/2013","7:37:00","41","B","F","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/12/2013","14:40:00","49","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","18:52:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","19:23:00","36","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","19:23:00","44","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","20:03:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","21:00:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/12/2013","22:24:00","26","W","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/12/2013","23:20:00","34","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/13/2013","3:20:00","26","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","3:49:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","4:00:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","15:23:00","23","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/13/2013","15:50:00","29","B","F","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/13/2013","15:50:00","39","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/13/2013","19:06:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","20:26:00","54","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","20:26:00","55","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/13/2013","22:19:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","0:10:00","21","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","0:25:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","0:50:00","35","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","23:14:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","23:51:00","18","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/14/2013","23:51:00","19","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/15/2013","17:18:00","20","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/15/2013","17:45:00","27","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/15/2013","19:32:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/15/2013","23:21:00","24","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","3:15:00","30","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/16/2013","9:05:00","20","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/16/2013","16:31:00","24","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","17:56:00","32","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","18:00:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","18:04:00","35","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","18:47:00","50","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","19:26:00","21","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/16/2013","19:37:00","22","W","M","Poss W/i To Dist Marijuana-fel"
"Possession","Adult",2013,"7/16/2013","20:18:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","20:18:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","22:00:00","31","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/16/2013","22:00:00","40","B","M","Ucsa Possession Marijuana"
"Distribution","Adult",2013,"7/17/2013","0:24:00","33","B","F","Ucsa Distributing Marijuana"
"Distribution","Adult",2013,"7/17/2013","8:26:00","56","B","M","Distribution Of Marijuana-misd"
"Distribution","Adult",2013,"7/17/2013","17:23:00","43","B","M","Ucsa Distributing Marijuana"
"Possession","Adult",2013,"7/17/2013","17:23:00","46","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","17:35:00","54","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","17:57:00","30","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","19:00:00","37","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","21:15:00","49","U","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","21:22:00","33","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","21:47:00","22","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/17/2013","21:47:00","22","B","F","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/17/2013","22:35:00","35","B","M","Ucsa Pwid Marijuana"
"Possession","Juvenile",2013,"7/17/2013","Juvenile","Juvenile","Juvenile","Juvenile","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","0:44:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","3:40:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","16:39:00","25","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","19:17:00","31","B","M","Ucsa Possession Marijuana"
"Possession with intent to distribute","Adult",2013,"7/18/2013","19:38:00","25","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/18/2013","19:38:00","30","B","M","Ucsa Pwid Marijuana"
"Possession with intent to distribute","Adult",2013,"7/18/2013","21:00:00","36","B","M","Ucsa Pwid Marijuana"
"Possession","Adult",2013,"7/18/2013","21:40:00","19","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","23:05:00","25","W","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/18/2013","23:24:00","29","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","9:35:00","41","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","15:55:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","15:55:00","49","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","17:36:00","35","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","18:16:00","24","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","20:13:00","21","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","20:13:00","23","B","F","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","20:13:00","39","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","21:31:00","34","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","21:37:00","29","W","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","21:40:00","20","B","M","Ucsa Possession Marijuana"
"Possession","Adult",2013,"7/19/2013","22:55:00","22","B","F","Ucsa Possession Marijuana"
